text,hashtags,placename,"Sit == True  (1), else (0)","Relevant == True (1), else (0)"
"b'Want to work in #Vancouver, BC? View our latest opening: https://t.co/JQRC2ADMCu #Finance #Job #Jobs #Hiring #CareerArc'","Vancouver,Finance,Job,Jobs,Hiring,CareerArc","Vancouver, British Columbia",,
"b""Want to work at Parsons? We're #hiring in #Faro, YT! Click for details: https://t.co/co6XF4rH6E #GeneralScience #CareerArc""","hiring,Faro,GeneralScience,CareerArc","Faro, Yukon",,
"b'@NAChristakis @livlegaspi @McDonalds @haverfordedu And since then, anyone with a stint working there on their CV ge\\u2026 https://t.co/TnOzDCzf5j'",,"Toronto, Ontario",,
"b""If you're looking for work in #Burnaby, BC, check out this #job: https://t.co/WhuzTAzGnm #Accounting #Hiring #CareerArc""","Burnaby,job,Accounting,Hiring,CareerArc","Burnaby, British Columbia",,
b'3 days to go! EXPOSED pays tribute to all the local talent YYC has to offer. Artists will be showing off their work\\u2026 https://t.co/zw7cYRUcAd',,"Calgary, Alberta",,
"b'Please tell me y\'all are watching Family Feud! \\n""Name something that you fill""\\n""THE KOOL-AID PITCHER""'",,"Windsor, Ontario",,
"b'#WarriorBBALL JRS worked on building early on but succumbed to the pressure of a very solid squad, no where to go b\\u2026 https://t.co/4UBCNqXN2C'",WarriorBBALL,"Mississauga, Ontario",,
b'5:30 am off to work 7 pm home. What life?',,"Mississauga, Ontario",,
b'I could watch floyd mayweather fight all day',,"Hamilton, Ontario",,
"b'""Ask your daughter whats better, OVO or Supreme. If shes a hypebeast she\'ll say supreme"" -some 40 year old dude at my work.'",,"Mississauga, Ontario",,
b'RIP chill cat/this is why I love Twitter https://t.co/FVv56RcXHy',,"Toronto, Ontario",,
b'So much work to do.',,"Mississauga, Ontario",,
b'Vampire diaries is such a good show to watch in the fall\\U0001f60c\\U0001f383',,"Kingston, Ontario",,
"b""@VandaQuiSutton then they will work it out I'm sure. IMO IF Billy/Jason was so angry about it he wouldnt have asked\\u2026 https://t.co/9ceGV6NuBC""",,Canada,,
"b'I don\\u2019t know how I used to sit mindlessly in the library for hours on end doing work. These days, its a miracle if I last 3-4 hours'",,"Toronto, Ontario",,
b'@artofmarina you rock my world sorry work I will not have a voice tomorrow \\U0001f3b6\\U0001f64c\\u2764\\ufe0f\\U0001f383\\U0001f3b6\\U0001f3b5\\u2764\\ufe0f\\U0001f48b @ Air\\u2026 https://t.co/nQds5dNlHR',,"Toronto, Ontario",,
b'S02E06 @Stranger_Things = #Aliens. @PaulReiser watching screen of \\u2018movement\\u2019 in cavernous setting. Love it. Burke = Dr. Owens',Aliens,"Montr̩al, Qu̩bec",,
"b'On the flip side, I don\\u2019t have to stay up late and watch SJ1 disappoint me. https://t.co/7OOs0Nt6z3'",,"Brossard, Qu̩bec",,
b'@TGC455 @DakHatesPuppies @RapSheet You clearly weren\\u2019t watching Seattle\\u2019s current Left Tackle. Woof',,"Surrey, British Columbia",,
b'couldn\\u2019t ask for more from the people back at work\\n\\nsonia (our boss) - gave me a cake + bracelet\\nken - bought a pizza \\ncess - gave me a gift',,"Calgary, Alberta",,
b'Are you dressing up at work tomorrow? - @JuliaPRadio',,"Lethbridge, Alberta",,
b'@spicychikkins honest to god im watching stranger things and going out of my mind for the older sheriff and winona\\u2026 https://t.co/0ns9myFXPX',,"Winnipeg, Manitoba",,
b'Someone who works with @AirCanada\\u2019s corporate rewards website in Winnipeg screwed up tonight big time. Luckily I got it fixed. 1/2',,"Toronto, Ontario",,
b'@habman123 @pauljmichaels .. maybe you should watch the action on the ice instead of the stats.',,Canada,,
"b""@starforsaken101 I mean.. If you think I can't watch streams at work you underestimate me.""",,"Montr̩al, Qu̩bec",,
"b'@WFOntario So with all this debt, working families will carry the load - in taxes - for the next 30 years thanks to\\u2026 https://t.co/JKkjeK1nc1'",,"Toronto, Ontario",,
b'Just watched episode 5 of #StrangerThings and omg',StrangerThings,"Ottawa, Ontario",,
"b'@WFOntario So with all this debt, working families will carry the load - in taxes - for the next 30 years thanks to\\u2026 https://t.co/JKkjeK1nc1'",,"Toronto, Ontario",,
"b'Respect G \\U0001f64f\\U0001f3fd ya man we\\u2019re working on an Ep at the moment, not rushing anything but hopefully out mid 2018 \\U0001f44a\\U0001f3fd https://t.co/gxviL6BQIx'",,"Vancouver, British Columbia",,
"b""two thirds through ex machina and it's already one of my favourite movies""",,"Caledon, Ontario",,
"b'Want to work in #Toronto, ON? View our latest opening: https://t.co/xd3sijmGHp #IT #Job #Jobs #Hiring'","Toronto,IT,Job,Jobs,Hiring","Toronto, Ontario",,
b'If people @ work get 10 minuet cigarettes breaks then it\\u2019s only fair that I can take a 10 minuet selfie break',,"Windsor, Ontario",,
b'How have i watched 5 seasons of the office in 1 week idk https://t.co/9mYb5JSVC9',,"Edmonton, Alberta",,
b'If people at work can take 10 minuet cigarette breaks it\\u2019s only fair that I can take a 10 minuet selfie break',,"Windsor, Ontario",,
b'Beautiful and inspiring. Made my day to watch this. https://t.co/KdTNTAc6nd',,"London, Ontario",,
"b""Don't worry Jets fans. The Pens will get at least 4 more PP's. It's just how the @NHL works.""",,"Morden, Manitoba",,
b'I\\u2019ve had the honour of working with @jkenney and @BrianJeanAB. Both are great men. Thank you for your incredible service to Canada',,"Richmond, British Columbia",,
b'@CodexRex the Flames have been better in the last 2 games penalty wise. Officiating has appeared inconsistent. Waiting for your results.',,"Calgary, Alberta",,
b'stan culture is watching absolutely terrible movies for your faves',,"Halifax, Nova Scotia",,
"b'Had the privilege of working for @DaveRodneyMLA - he was a great colleague, and is a even better friend. #onwardsandupwards #ableg'","onwardsandupwards,ableg","Edmonton, Alberta",,
b'i\\u2019m watching grease with the biggest smile on my face i need to watch this movie more often',,"Kingsville, Ontario",,
"b""If there was a channel that only showed Addams Family and Addams Family Values it would be the only channel I'd ever watch.""",,"Halifax, Nova Scotia",,
b'Je binge watch #StrangerThings2 et c\\u2019est awesome! Bye',StrangerThings2,"Montr̩al, Qu̩bec",,
b'Je binge watch #StrangerThings2 et c\\u2019est awesome! Bye',StrangerThings2,"Montr̩al, Qu̩bec",,
b'One more person comes into work claiming they won a huge prize on monopoly I\\u2019m punting them into next year',,"Winnipeg, Manitoba",,
b'Hey-in all the Jets games I have been to (1.0 and 2.0) this is my first live Hattie! \\U0001f3a9 https://t.co/TMYk1q2BSa',,"Winnipeg, Manitoba",,
"b'We are working towards creating a better quality of life for our families and we need to collaborate with government, but, ......'",,"Toronto, Ontario",,
"b'Watched all three Bridget Jones movies in one sitting today....not my proudest moment, but also not my most shameful..'",,"Waterloo, Ontario",,
"b'Want to work in #Vancouver, BC? View our latest opening: https://t.co/SFDkHIVgYI #CustomerService #Job #Jobs #Hiring #CareerArc'","Vancouver,CustomerService,Job,Jobs,Hiring,CareerArc","Vancouver, British Columbia",,
b'Kessel gonna win this in OT watch',,"Toronto, Ontario",,
b'End up watching porn https://t.co/E3aFAW61E3',,"North Bay, Ontario",,
b'Ollie has decided he is gonna help me play video games tonight \\n#catsofinstagram #cat #metalcats\\u2026 https://t.co/3siXyVbT0A',"catsofinstagram,cat,metalcats","Edmonton, Alberta",,
"b""Clayton Keller's point streak comes to an end at 7 games, racked up 11 pts during that stretch. #Yotes""",Yotes,"Montr̩al, Qu̩bec",,
b'@notaxation Agreedo! Am I the only one who prefers written critiques/reviews/analysis of games to anything involvin\\u2026 https://t.co/FJTL5wDJVt',,"Burlington, Ontario",,
b'@historylvrsclub one of my favourite movies',,"Sault Ste. Marie, Ontario",,
b'My cat likes watching Pokemon battles @1FarmerNappy @Shadypenguinn https://t.co/S2bZU2p7gH',,"Saskatoon, Saskatchewan",,
"b'@Minty_Root If you want a new project to work on, does that mean I can pitch you again? &lt;3'",,"Edmonton, Alberta",,
b'Nice work! Dietician Stephanie Dang (from Envision and A&amp,S Nutrition) hitting pads with Amir at Lions! https://t.co/FeMt1O4com great gym!',,,
b'My cat likes watching Pokemon battles with me @TheKingNappyV2 @Shadypenguinn https://t.co/ll2DGAIuaY',,"Saskatoon, Saskatchewan",,
b'Just started watching the show Timeless on Netflix. So far it is pretty entertaining.',,"Calgary, Alberta",,
b'Playing that extra game just made everyone weaker for this series and Robbos strategy works only if we host 2nd leg',,"Surrey, British Columbia",,
"b""Martavis who? I'll take a hard working team guy over a individualist any day! #HereWeGo https://t.co/tu8rKENZp9""",HereWeGo,Canada,,
b'I hate games like these #worldseries https://t.co/A98az6AqAD',worldseries,"West Kelowna, British Columbia",,
b'How can you not wanna watch these #WorldSeries \\n\\nHouston down 4-1. Ties it up at 4\\nHouston down 7-4. Ties it up at 7',WorldSeries,"Brampton, Ontario",,
"b'You gotta love watching Houston, what a resilient young baseball team. So exciting'",,"Amherstburg, Ontario",,
b'Wow!!! What a #WorldSeries to watch I tell ya \\u26be\\ufe0f',WorldSeries,"Fisher River 44, Manitoba",,
"b""This #WorldSeries is just stupid. I feel bad for any sports fan that hasn't been watching.""",WorldSeries,"Red Deer, Alberta",,
b'These two teams won 100 games for a reason. \\U0001f525 #WorldSeries',WorldSeries,"Toronto, Ontario",,
"b""If you're up and have any interest in baseball and you're not watching the WS right now, switch it on. 7-7 in the fifth, homers galore""",,"Toronto, Ontario",,
"b'If you haven\\u2019t seen the movie Happy Endings, please do. @LisaKudrow is beautifully complex. Hands down one of my fave movies'",,"Edmonton, Alberta",,
"b""C fou la \\xe7a me prend legit 2 jours pour recover quand je chill mtn \\U0001f62d I can't""",,"Laval, Qu̩bec",,
"b""Doesn't have the blown save dramatics of the 2001 #WorldSeries but this one definitely matches the craziness! Please go 7 games!""",WorldSeries,"Calgary, Alberta",,
b'Will need some excuses for being late for work tomorrow #WorldSeries #ThisTeam',"WorldSeries,ThisTeam","Toronto, Ontario",,
"b""@PrairieGEMHops He likes bragging about his crop, but he doesn't also want to do any work except for weeding (not i\\u2026 https://t.co/tuKLQAbaJU""",,"Brandon, Manitoba",,
"b'Want to work in #ChathamKent, ON? View our latest opening: https://t.co/ajNDZPVBpB #CommunityCare #CareGiving #Job #Jobs #Hiring'","ChathamKent,CommunityCare,CareGiving,Job,Jobs,Hiring","Chatham-Kent, Ontario",,
"b""Want to work at Starbucks? We're #hiring in #Calgary, AB! Click for details: https://t.co/5FyGkT68Rx #CustomerService #Job #Jobs""","hiring,Calgary,CustomerService,Job,Jobs","Calgary, Alberta",,
"b""If you're looking for work in #Vancouver, BC, check out this #job: https://t.co/nAnUfQy9pr #Hospitality #Hiring #CareerArc""","Vancouver,job,Hospitality,Hiring,CareerArc","Vancouver, British Columbia",,
"b'@RRFalconer @KrisRHoyt @AlbertaParty Are you fucking stupid? If you subsidize low wage workers, you\\u2019re really subsi\\u2026 https://t.co/q1AZ5CckDA'",,"Calgary, Alberta",,
b'@ctvottawa @AnnieClaireBO Outstanding work by our decisive mayor and hard nosed police chief',,"Ottawa, Ontario",,
b'Thought I would bless you all with this work of art https://t.co/kmvVs9mv0G',,"Leamington, Ontario",,
"b""It's definitely a sign of mental illness that I like working in the cold.\\nIts even more fun when I'm with my team of likeminded lunatics.""",,"Saskatoon, Saskatchewan",,
b'Heritage at forefront of dialogue on rapid transit stops and streetscape workshop @ShiftLdnOnt #LdnOnt https://t.co/hq4GaRvKhK',LdnOnt,London Public Library - Central Branch,,
b'@kellyoxford @amazon I pretty much devoured it. Great work! Congratulations!',,"Calgary, Alberta",,
b'Thanks Krista - it\\u2019s such important work! https://t.co/vMqofQv3LL',,"Halifax, Nova Scotia",,
b'Having to go back to work after hours of meetings is so hard @.@',,"Montr̩al, Qu̩bec",,
b'YESSSSSSSSSSSSSSSS!!! Even my Prime music works now. Happy Day!\\nhttps://t.co/DeTwD13Q1h',,"Goderich, Ontario",,
"b""@dunord @duresport @MnNiceFC @el_oregonio @TwoUnitedFans He's a fixture at Jays games. You'll see him behind the pl\\u2026 https://t.co/eSiY01PUco""",,"Edmonton, Alberta",,
"b'Want to work in #Toronto, ON? View our latest opening: https://t.co/5a8mxqzERb #insurance #Finance #Job #Jobs #Hiring'","Toronto,insurance,Finance,Job,Jobs,Hiring","Toronto, Ontario",,
"b""Want to work at Red Lobster? We're #hiring in #Toronto, ON! Click for details: https://t.co/JIcMJjRZ33 #Hospitality #Job #Jobs #CareerArc""","hiring,Toronto,Hospitality,Job,Jobs,CareerArc","Toronto, Ontario",,
"b""@mschoenhardt I'm going to need some help here...Major bike lane? For the 100's of bikes that'll be using it to get to work tomorrow????""",,"St. Albert, Alberta",,
"b""@MLA_Karen Anytime! Not like I'm working or anything *laughs* I've got file stuff that would make your chin hit the floor from my battles.""",,"Calgary, Alberta",,
b'Wonderful to see #BigBrothersBigSisters org incorporating #Action4ACEs in their work mentoring kids! https://t.co/JQ4ycE59wP',"BigBrothersBigSisters,Action4ACEs","Hamilton, Ontario",,
"b""Want to work at CGI? We're #hiring in #Edmonton, AB! Click for details: https://t.co/ZiHDsJL1om #Job #Jobs #CareerArc""","hiring,Edmonton,Job,Jobs,CareerArc","Edmonton, Alberta",,
b'@NHL The cost that the fans pay to watch NHL games gives them the right to know what injuries players get.',,"Surrey, British Columbia",,
b'The works of the Jewish-German record label Semer Records seemed all but lost after #Kristallnacht &amp,the #Holocaust\\u2026 https://t.co/GrIldHhycc',"Kristallnacht,Holocaust",,
"b""If you're looking for work in #Ottawa, ON, check out this #job: https://t.co/O82ZSqSR1I #RHFAJobs #Accounting #Hiring""","Ottawa,job,RHFAJobs,Accounting,Hiring","Ottawa, Ontario",,
b'Thanks to the team behind the #SableIsland Institute for meeting today to discuss your super cool work. Looking for\\u2026 https://t.co/8lC1fTLwc1',SableIsland,"Ottawa, Ontario",,
"b'What my Halloweekend involved. Getting up before 8 am to work all day, then going home and resting and repeating. Such a party'",,"Belleville, Ontario",,
b'Oh fuck i start work in an hour. I forgot to sleep \\U0001f62d\\U0001f62d',,"Toronto, Ontario",,
"b""Is Stranger Things really that great? Everyone seems to be hooked. I'm not being sarcastic, just haven't watched S1.""",,"Corner Brook, Newfoundland and Labrador",,
"b'Just wrapped up that one week of vacation, where I got extremely burnt out by work deadlines. Academic hell!'",,"Toronto, Ontario",,
"b""stamets tryna find a workaround for mudd's timeloop like #StarTrekDiscovery https://t.co/3drIMJTWXy""",StarTrekDiscovery,"Greater Vancouver, British Columbia",,
b'30/10/2017 205days\\nTORONTO LIFE 415\\n\\nI work near the St.Andrew station from today. I\\u2026 Ontariohttps://www.instagram.com/p/Ba3y31Nl3xR/',,"Toronto, Ontario",,
"b""If you're looking for work in #PortHope, ON, check out this #job: https://t.co/b6z8ipZ7im #FoodandBev #Hiring #CareerArc""","PortHope,job,FoodandBev,Hiring,CareerArc","Port Hope, Ontario",,
b'i just realized i wrote today\\u2019s date on everything at work yesterday \\U0001f605\\U0001f926\\U0001f3fb\\u200d\\u2640\\ufe0f',,"Winnipeg, Manitoba",,
"b'@dottotech Hello Steve, been watching you for a long time. I have a network wifi question and was hoping you could help me with it.'",,"Dieppe, New Brunswick",,
"b""If you're looking for work in #Halifax, NS, check out this #job: https://t.co/s6o0dHcMsf #Hiring #CareerArc""","Halifax,job,Hiring,CareerArc","Halifax, Nova Scotia",,
b'We proud to work with partners like #Twenty7SocialClub to help make our events a phenomenal experience. Next one is\\u2026 https://t.co/v6WesJJ3Rk',Twenty7SocialClub,"Toronto, Ontario",,
"b'Want to work in #Toronto, ON? View our latest opening: https://t.co/nVa2oqPA5C #Retail #Job #Jobs #Hiring #CareerArc'","Toronto,Retail,Job,Jobs,Hiring,CareerArc","Toronto, Ontario",,
b'@samsmithworld Going through my tweeter feed instead of working \\U0001f602 #mondaymood',mondaymood,"Montr̩al, Qu̩bec",,
b'Omg!!!! Killer workout #thighsonfire #armsarecrying #otfnorthyork\\u2026 https://t.co/5dYyXCzVa6',"thighsonfire,armsarecrying,otfnorthyork","Toronto, Ontario",,
b'@HHBridges Where are all the 3 construction workers and the closed until further notice signs?',,"Stratford, Prince Edward Island",,
"b""@Ubisoft I'm not going to finish it, I hated playing it and the game froze on me. So I am watching someone play the rest on #YouTube.""",YouTube,"Fredericton, New Brunswick",,
